#Acq. time (s)=	0.1
#Accumulations=	3
#Range (cm-¹)=	0...3000
#Windows=	7
#Autofocus=	Off
#AutoExposure=	Off
#Spike filter=	Multiple accum.
#Delay time (s)=	0
#Binning=	1
#Readout mode=	Signal
#DeNoise=	Off
#ICS correction=	Off
#Dark correction=	Off
#Inst. Process=	Off
#Instrument=	LabRAM HR Evol
#Detector=	Emulator CCD
#Objective=	x100
#Grating=	1800 gr/mm
#ND Filter=	100%
#Laser (nm)=	512 
#Slit=	150.001
#Hole=	70.0087
#Project=	A
#Sample=	B
#Site=	C
#Title=	D_91
#Remark=	
#Date=	18.10.2017 15:40
#Acquired=	18.10.2017 15:40:26
0.232828	363
0.833498	365.005
1.43646	337.011
2.03706	317.516
2.63761	331.021
3.23814	318.026
3.83862	313.032
4.4414	332.537
5.04181	304.042
5.64218	337.047
6.24252	339.553
6.84282	329.558
7.44541	365.063
8.04564	380.069
8.64583	379.074
9.24598	313.079
9.8461	330.084
10.4462	336.59
11.0462	331.595
11.6486	348.6
12.2485	321.106
12.8485	306.611
13.4483	336.116
14.0482	350.621
14.648	342.127
15.2478	323.132
15.8476	321.637
16.4473	350.643
17.0493	329.648
17.6489	337.653
18.2485	343.658
18.8481	361.164
19.4476	309.169
20.0471	362.674
20.6465	334.179
21.2459	334.185
21.8453	351.19
22.4447	380.695
23.044	316.201
23.6432	311.706
24.2425	331.711
24.8417	351.216
25.4408	319.222
26.0399	328.227
26.639	385.732
27.2381	349.738
27.8371	320.743
28.4361	344.748
29.035	327.753
29.6339	373.259
30.2328	328.264
30.8316	357.269
31.4304	330.274
32.0291	313.28
32.6278	317.285
33.2265	337.79
33.8252	317.296
34.4238	319.301
35.0223	364.306
35.6209	363.311
36.217	346.317
36.8155	311.322
37.4139	300.327
38.0123	338.333
38.6107	329.838
39.209	307.343
39.8072	376.348
40.4055	354.854
41.0037	336.359
41.5995	344.864
42.1977	301.369
42.7958	333.875
43.3938	300.38
43.9918	340.385
44.5898	328.391
45.1878	312.396
45.7833	321.401
46.3812	328.406
46.9791	340.912
47.5769	367.917
48.1746	325.422
48.77	313.428
49.3677	339.433
49.9654	361.938
50.563	329.443
51.1606	351.949
51.7558	346.454
52.3533	369.959
52.9508	348.464
53.5482	340.47
54.1433	329.475
54.7406	318.48
55.3379	305.486
55.9352	337.991
56.5302	321.996
57.1274	301.501
57.7246	321.507
58.3194	343.512
58.9165	344.517
59.5135	342.023
60.1106	307.028
60.7053	336.533
61.3022	316.538
61.8991	309.044
62.4937	310.049
63.0906	328.554
63.6874	330.559
64.2818	347.565
64.8786	316.57
65.4753	351.575
66.0696	355.581
66.6662	318.586
67.2628	360.591
67.8571	319.596
68.4536	319.602
69.0478	319.607
69.6442	342.612
70.2406	318.618
70.8347	319.623
71.431	364.628
72.025	345.633
72.6213	345.139
73.2175	338.144
73.8114	333.649
74.4075	305.655
75.0013	326.16
75.5974	361.665
76.1911	334.17
76.7871	316.676
77.3831	326.681
77.9767	302.686
78.5726	367.191
79.1662	356.697
79.762	319.702
80.3555	337.707
80.9512	313.713
81.5447	316.218
82.1403	337.723
82.7337	312.728
83.3293	311.734
83.9225	346.739
84.5181	333.744
85.1113	316.249
85.7067	304.755
86.2998	348.76
86.8929	344.765
87.4883	320.771
88.0813	351.776
88.6766	317.781
89.2695	342.286
89.8647	315.292
90.4576	382.797
91.0504	339.802
91.6455	346.808
92.2382	323.813
92.8333	355.318
93.4259	311.823
94.0186	335.829
94.6135	333.334
95.2061	325.839
95.8009	362.845
96.3934	348.35
96.9859	341.855
97.5806	337.86
98.173	320.866
98.7654	308.371
99.36	315.376
99.9523	318.881
100.545	350.387
101.139	344.892
101.731	315.897
102.323	302.903
102.918	308.908
103.51	386.913
104.102	319.418
104.696	317.424
105.288	314.929
105.88	364.934
106.472	347.94
107.066	349.445
107.658	331.95
108.25	335.955
108.841	324.461
109.435	318.966
110.027	335.971
110.619	336.976
111.21	360.982
111.804	328.987
112.396	349.492
112.987	371.998
113.579	324.003
114.17	334.008
114.764	311.513
115.355	342.019
115.946	335.524
116.538	341.029
117.129	346.035
