-30466	326
-30461.5	326
-30457	326
-30452.5	326
-30448	326
-30443.4	326
-30438.9	326
-30434.4	326
-30429.9	326
-30425.4	326
-30420.9	326
-30416.4	326
-30411.9	325
-30407.4	325
-30402.9	325
-30398.4	325
-30393.9	325
-30389.4	325
-30384.9	325
-30380.4	325
-30375.9	325
-30371.4	325
-30366.9	325
-30362.4	325
-30357.9	325
-30353.4	324
-30349	324
-30344.5	324
-30340	324
-30335.5	324
-30331	324
-30326.5	324
-30322	324
-30317.5	324
-30313.1	324
-30308.6	324
-30304.1	324
-30299.6	324
-30295.1	324
-30290.7	323
-30286.2	323
-30281.7	323
-30277.2	323
-30272.7	323
-30268.3	323
-30263.8	323
-30259.3	323
-30254.8	323
-30250.4	323
-30245.9	323
-30241.4	323
-30237	323
-30232.5	323
-30228	323
-30223.6	322
-30219.1	322
-30214.6	322
-30210.2	322
-30205.7	322
-30201.2	322
-30196.8	322
-30192.3	322
-30187.8	322
-30183.4	322
-30178.9	322
-30174.5	322
-30170	322
-30165.6	322
-30161.1	322
-30156.6	321
-30152.2	321
-30147.7	321
-30143.3	321
-30138.8	321
-30134.4	321
-30129.9	321
-30125.5	321
-30121	321
-30116.6	321
-30112.1	321
-30107.7	321
-30103.3	321
-30098.8	321
-30094.4	321
-30089.9	321
-30085.5	320
-30081	320
-30076.6	320
-30072.2	320
-30067.7	320
-30063.3	320
-30058.9	320
-30054.4	320
-30050	320
-30045.6	320
-30041.1	320
-30036.7	320
-30032.3	320
-30027.8	320
-30023.4	320
-30019	320
-30014.5	319
-30010.1	319
-30005.7	319
-30001.3	319
-29996.8	319
-29992.4	319
-29988	319
-29983.6	319
-29979.1	319
-29974.7	319
-29970.3	319
-29965.9	319
-29961.5	319
-29957.1	319
-29952.6	319
-29948.2	319
-29943.8	319
-29939.4	318
-29935	318
-29930.6	318
-29926.2	318
-29921.7	318
-29917.3	318
-29912.9	318
-29908.5	318
-29904.1	318
-29899.7	318
-29895.3	318
-29890.9	318
-29886.5	318
-29882.1	318
-29877.7	318
-29873.3	318
-29868.9	318
-29864.5	318
-29860.1	317
-29855.7	317
-29851.3	317
-29846.9	317
-29842.5	317
-29838.1	317
-29833.7	317
-29829.3	317
-29824.9	317
-29820.5	317
-29816.1	317
-29811.7	317
-29807.4	317
-29803	317
-29798.6	317
-29794.2	317
-29789.8	317
-29785.4	317
-29781	317
-29776.7	316
-29772.3	316
-29767.9	316
-29763.5	316
-29759.1	316
-29754.7	316
-29750.4	316
-29746	316
-29741.6	316
-29737.2	316
-29732.9	316
-29728.5	316
-29724.1	316
-29719.7	316
-29715.4	316
-29711	316
-29706.6	316
-29702.3	316
-29697.9	316
-29693.5	316
-29689.2	315
-29684.8	315
-29680.4	315
-29676.1	315
-29671.7	315
-29667.3	315
-29663	315
-29658.6	315
-29654.2	315
-29649.9	315
-29645.5	315
-29641.2	315
-29636.8	315
-29632.5	315
-29628.1	315
-29623.7	315
-29619.4	315
-29615	315
-29610.7	315
-29606.3	315
-29602	315
-29597.6	314
-29593.3	314
-29588.9	314
-29584.6	314
-29580.2	314
-29575.9	314
-29571.5	314
-29567.2	314
-29562.9	314
-29558.5	314
-29554.2	314
-29549.8	314
-29545.5	314
-29541.1	314
-29536.8	314
-29532.5	314
-29528.1	314
-29523.8	314
-29519.5	314
-29515.1	314
-29510.8	314
-29506.5	314
-29502.1	313
-29497.8	313
-29493.5	313
-29489.1	313
-29484.8	313
-29480.5	313
-29476.2	313
-29471.8	313
-29467.5	313
-29463.2	313
-29458.8	313
-29454.5	313
-29450.2	313
-29445.9	313
-29441.6	313
-29437.2	313
